"genus","Species","campaign","observer","site","transect","intercept_cm","family_molecules","new_label","GrowthForm","PlanarArea","BenthicType","ntrans","ntransadded","length","cover"
"Pocillopora","Pocillopora eydouxi",2017,"ahb","North Reef",2,28,"Pocilloporidae","Pocillopora","Arborescent",61575.2160103599,"HardCoral",5,6,176,0.0293333333333333
"Pocillopora","Pocillopora eydouxi",2016,"kz","South Island",2,4,"Pocilloporidae","Pocillopora","Arborescent",1256.63706143592,"HardCoral",6,6,94,0.0156666666666667
"Pocillopora","Pocillopora eydouxi",2014,"TB","Lizard Head",2,52,"Pocilloporidae","Pocillopora","Arborescent",212371.66338267,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora eydouxi",2017,"ahb","South Island",5,11,"Pocilloporidae","Pocillopora","Arborescent",9503.31777710913,"HardCoral",5,6,96,0.016
"Pocillopora","Pocillopora eydouxi",2017,"ahb","No Mans Land",5,11,"Pocilloporidae","Pocillopora","Arborescent",9503.31777710913,"HardCoral",6,6,179,0.0298333333333333
"Pocillopora","Pocillopora eydouxi",2017,"ahb","North Reef",1,10,"Pocilloporidae","Pocillopora","Arborescent",7853.98163397448,"HardCoral",5,6,176,0.0293333333333333
"Pocillopora","Pocillopora eydouxi",2015,"TB","North of Paradise",2,12,"Pocilloporidae","Pocillopora","Arborescent",11309.7335529233,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora eydouxi",2017,"ahb","North Reef",2,11,"Pocilloporidae","Pocillopora","Arborescent",9503.31777710913,"HardCoral",5,6,176,0.0293333333333333
"Pocillopora","Pocillopora eydouxi",2014,"TB","Trimodal",2,14,"Pocilloporidae","Pocillopora","Arborescent",15393.80400259,"HardCoral",6,6,1932,0.322
"Pocillopora","Pocillopora eydouxi",2011,"ahb","Lizard Head",4,41,"Pocilloporidae","Pocillopora","Arborescent",132025.431267111,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora eydouxi",2011,"ahb","Lizard Head",4,11,"Pocilloporidae","Pocillopora","Arborescent",9503.31777710913,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora eydouxi",2011,"ahb","Lizard Head",2,12,"Pocilloporidae","Pocillopora","Arborescent",11309.7335529233,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","Lizard Head",1,9,"Pocilloporidae","Pocillopora","BranchingClosed",6361.72512351933,"HardCoral",6,6,65,0.0108333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","Easter Point",1,6,"Pocilloporidae","Pocillopora","BranchingClosed",2827.43338823081,"HardCoral",6,6,62,0.0103333333333333
"Pocillopora","Pocillopora meandrina",2016,"jsm","Horseshoe",1,15,"Pocilloporidae","Pocillopora","BranchingClosed",17671.4586764426,"HardCoral",6,6,995,0.165833333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","North Reef",3,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","South Island",6,19,"Pocilloporidae","Pocillopora","BranchingClosed",28352.8736986479,"HardCoral",6,6,94,0.0156666666666667
"Pocillopora","Pocillopora meandrina",2016,"kz","South Island",4,1,"Pocilloporidae","Pocillopora","BranchingClosed",78.5398163397448,"HardCoral",6,6,94,0.0156666666666667
"Pocillopora","Pocillopora meandrina",2016,"kz","No Mans Land",6,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",6,6,90,0.015
"Pocillopora","Pocillopora meandrina",2016,"kz","Lizard Head",4,13,"Pocilloporidae","Pocillopora","BranchingClosed",13273.2289614169,"HardCoral",6,6,65,0.0108333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","Easter Point",5,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",6,6,62,0.0103333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","No Mans Land",5,30,"Pocilloporidae","Pocillopora","BranchingClosed",70685.8347057704,"HardCoral",6,6,90,0.015
"Pocillopora","Pocillopora meandrina",2016,"jsm","North Reef",8,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","South Island",1,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",6,6,94,0.0156666666666667
"Pocillopora","Pocillopora meandrina",2017,"ahb","North of Paradise",3,21,"Pocilloporidae","Pocillopora","BranchingClosed",34636.0590058275,"HardCoral",6,6,179,0.0298333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","South Island",6,17,"Pocilloporidae","Pocillopora","BranchingClosed",22698.0069221863,"HardCoral",6,6,94,0.0156666666666667
"Pocillopora","Pocillopora meandrina",2016,"jsm","North Reef",9,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora meandrina",2017,"ahb","North of Paradise",1,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",6,6,179,0.0298333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","No Mans Land",3,15,"Pocilloporidae","Pocillopora","BranchingClosed",17671.4586764426,"HardCoral",6,6,90,0.015
"Pocillopora","Pocillopora meandrina",2016,"kz","North Reef",6,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","North Reef",2,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","Easter Point",4,20,"Pocilloporidae","Pocillopora","BranchingClosed",31415.9265358979,"HardCoral",6,6,62,0.0103333333333333
"Pocillopora","Pocillopora meandrina",2017,"ahb","North of Paradise",2,26,"Pocilloporidae","Pocillopora","BranchingClosed",53092.9158456675,"HardCoral",6,6,179,0.0298333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","Lizard Head",6,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",6,6,65,0.0108333333333333
"Pocillopora","Pocillopora meandrina",2016,"kz","Easter Point",4,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",6,6,62,0.0103333333333333
"Pocillopora","Pocillopora meandrina",2017,"ahb","Easter Point",4,17,"Pocilloporidae","Pocillopora","BranchingClosed",22698.0069221863,"HardCoral",6,6,81,0.0135
"Pocillopora","Pocillopora meandrina",2016,"kz","Gnarly Tree",4,6,"Pocilloporidae","Pocillopora","BranchingClosed",2827.43338823081,"HardCoral",6,6,137,0.0228333333333333
"Pocillopora","Pocillopora meandrina",2015,"TB","North of Paradise",5,19,"Pocilloporidae","Pocillopora","BranchingClosed",28352.8736986479,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora meandrina",2016,"kz","Gnarly Tree",4,9,"Pocilloporidae","Pocillopora","BranchingClosed",6361.72512351933,"HardCoral",6,6,137,0.0228333333333333
"Pocillopora","Pocillopora meandrina",2017,"ahb","Easter Point",3,17,"Pocilloporidae","Pocillopora","BranchingClosed",22698.0069221863,"HardCoral",6,6,81,0.0135
"Pocillopora","Pocillopora verrucosa",2015,"TB","North of Paradise",5,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora verrucosa",2017,"ahb","Mermaid Cove",5,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",6,6,71,0.0118333333333333
"Pocillopora","Pocillopora verrucosa",2017,"ahb","South Island",3,22,"Pocilloporidae","Pocillopora","BranchingClosed",38013.2711084365,"HardCoral",5,6,96,0.016
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",6,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lizard Head",1,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora verrucosa",2011,"ahb","North Reef",3,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",7,7,2005,0.286428571428571
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lizard Head",3,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","South Island",5,4,"Pocilloporidae","Pocillopora","BranchingClosed",1256.63706143592,"HardCoral",5,6,270,0.045
"Pocillopora","Pocillopora verrucosa",2015,"TB","Gnarly Tree",1,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",5,6,648,0.108
"Pocillopora","Pocillopora verrucosa",2011,"ahb","North Reef",4,18,"Pocilloporidae","Pocillopora","BranchingClosed",25446.9004940773,"HardCoral",7,7,2005,0.286428571428571
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",4,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2011,"ahb","North Reef",7,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",7,7,2005,0.286428571428571
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",3,13,"Pocilloporidae","Pocillopora","BranchingClosed",13273.2289614169,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lizard Head",3,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",3,11,"Pocilloporidae","Pocillopora","BranchingClosed",9503.31777710913,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2014,"TB","Trimodal",3,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",6,6,1932,0.322
"Pocillopora","Pocillopora verrucosa",2011,"ahb","North Reef",7,11,"Pocilloporidae","Pocillopora","BranchingClosed",9503.31777710913,"HardCoral",7,7,2005,0.286428571428571
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lizard Head",3,22,"Pocilloporidae","Pocillopora","BranchingClosed",38013.2711084365,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","South Island",5,4,"Pocilloporidae","Pocillopora","BranchingClosed",1256.63706143592,"HardCoral",5,6,270,0.045
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lizard Head",5,3,"Pocilloporidae","Pocillopora","BranchingClosed",706.858347057703,"HardCoral",5,6,142,0.0236666666666667
"Pocillopora","Pocillopora verrucosa",2017,"ahb","South Island",1,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",5,6,96,0.016
"Pocillopora","Pocillopora verrucosa",2015,"TB","South Island",1,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",5,6,270,0.045
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lizard Head",1,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora verrucosa",2017,"ahb","South Island",2,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",5,6,96,0.016
"Pocillopora","Pocillopora verrucosa",2017,"ahb","North Reef",4,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",5,6,176,0.0293333333333333
"Pocillopora","Pocillopora verrucosa",2016,"md","North Reef",12,15,"Pocilloporidae","Pocillopora","BranchingClosed",17671.4586764426,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","South Island",5,6,"Pocilloporidae","Pocillopora","BranchingClosed",2827.43338823081,"HardCoral",5,6,270,0.045
"Pocillopora","Pocillopora verrucosa",2014,"TB","Trimodal",1,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",6,6,1932,0.322
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Trimodal",6,31,"Pocilloporidae","Pocillopora","BranchingClosed",75476.7635024948,"HardCoral",6,6,2155,0.359166666666667
"Pocillopora","Pocillopora verrucosa",2016,"md","North Reef",12,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora verrucosa",2016,"md","North Reef",10,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",12,12,322,0.0268333333333333
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lagoon 2",4,4,"Pocilloporidae","Pocillopora","BranchingClosed",1256.63706143592,"HardCoral",6,6,1350,0.225
"Pocillopora","Pocillopora verrucosa",2014,"TB","Trimodal",1,4,"Pocilloporidae","Pocillopora","BranchingClosed",1256.63706143592,"HardCoral",6,6,1932,0.322
"Pocillopora","Pocillopora verrucosa",2017,"ahb","North Reef",3,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",5,6,176,0.0293333333333333
"Pocillopora","Pocillopora verrucosa",2016,"md","Washing Machine",5,25,"Pocilloporidae","Pocillopora","BranchingClosed",49087.3852123405,"HardCoral",6,6,315,0.0525
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lizard Head",1,3,"Pocilloporidae","Pocillopora","BranchingClosed",706.858347057703,"HardCoral",5,6,142,0.0236666666666667
"Pocillopora","Pocillopora verrucosa",2017,"ahb","Easter Point",4,15,"Pocilloporidae","Pocillopora","BranchingClosed",17671.4586764426,"HardCoral",6,6,81,0.0135
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",6,18,"Pocilloporidae","Pocillopora","BranchingClosed",25446.9004940773,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","Resort",4,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",5,6,984,0.164
"Pocillopora","Pocillopora verrucosa",2015,"TB","North of Paradise",2,14,"Pocilloporidae","Pocillopora","BranchingClosed",15393.80400259,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lizard Head",1,4,"Pocilloporidae","Pocillopora","BranchingClosed",1256.63706143592,"HardCoral",5,6,142,0.0236666666666667
"Pocillopora","Pocillopora verrucosa",2015,"TB","North of Paradise",1,6,"Pocilloporidae","Pocillopora","BranchingClosed",2827.43338823081,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora verrucosa",2011,"ahb","North Reef",1,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",7,7,2005,0.286428571428571
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Trimodal",4,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",6,6,2155,0.359166666666667
"Pocillopora","Pocillopora verrucosa",2015,"TB","Easter Point",1,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",5,6,215,0.0358333333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lizard Head",2,6,"Pocilloporidae","Pocillopora","BranchingClosed",2827.43338823081,"HardCoral",5,6,142,0.0236666666666667
"Pocillopora","Pocillopora verrucosa",2014,"TB","Trimodal",2,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",6,6,1932,0.322
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lizard Head",3,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",5,6,142,0.0236666666666667
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",6,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2017,"ahb","Lizard Head",1,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",5,6,68,0.0113333333333333
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",1,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lizard Head",2,15,"Pocilloporidae","Pocillopora","BranchingClosed",17671.4586764426,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","North of Paradise",4,7,"Pocilloporidae","Pocillopora","BranchingClosed",3848.4510006475,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Trimodal",3,13,"Pocilloporidae","Pocillopora","BranchingClosed",13273.2289614169,"HardCoral",6,6,2155,0.359166666666667
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",1,12,"Pocilloporidae","Pocillopora","BranchingClosed",11309.7335529233,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Trimodal",3,19,"Pocilloporidae","Pocillopora","BranchingClosed",28352.8736986479,"HardCoral",6,6,2155,0.359166666666667
"Pocillopora","Pocillopora verrucosa",2017,"ahb","Vickies",4,15,"Pocilloporidae","Pocillopora","BranchingClosed",17671.4586764426,"HardCoral",6,6,431,0.0718333333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","South Island",3,14,"Pocilloporidae","Pocillopora","BranchingClosed",15393.80400259,"HardCoral",5,6,270,0.045
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lagoon 2",1,11,"Pocilloporidae","Pocillopora","BranchingClosed",9503.31777710913,"HardCoral",5,6,472,0.0786666666666667
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lizard Head",4,6,"Pocilloporidae","Pocillopora","BranchingClosed",2827.43338823081,"HardCoral",5,6,142,0.0236666666666667
"Pocillopora","Pocillopora verrucosa",2015,"TB","North of Paradise",4,3,"Pocilloporidae","Pocillopora","BranchingClosed",706.858347057703,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora verrucosa",2015,"TB","Southeast",1,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",5,6,152,0.0253333333333333
"Pocillopora","Pocillopora verrucosa",2015,"TB","South Island",3,4,"Pocilloporidae","Pocillopora","BranchingClosed",1256.63706143592,"HardCoral",5,6,270,0.045
"Pocillopora","Pocillopora verrucosa",2015,"TB","Lizard Head",1,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",5,6,142,0.0236666666666667
"Pocillopora","Pocillopora verrucosa",2015,"TB","North of Paradise",2,11,"Pocilloporidae","Pocillopora","BranchingClosed",9503.31777710913,"HardCoral",5,6,405,0.0675
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",1,8,"Pocilloporidae","Pocillopora","BranchingClosed",5026.54824574367,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2011,"ahb","Lizard Head",6,15,"Pocilloporidae","Pocillopora","BranchingClosed",17671.4586764426,"HardCoral",6,6,845,0.140833333333333
"Pocillopora","Pocillopora verrucosa",2017,"ahb","North Reef",1,16,"Pocilloporidae","Pocillopora","BranchingClosed",20106.1929829747,"HardCoral",5,6,176,0.0293333333333333
"Pocillopora","Pocillopora verrucosa",2014,"TB","Lizard Head",2,19,"Pocilloporidae","Pocillopora","BranchingClosed",28352.8736986479,"HardCoral",3,6,365,0.0608333333333333
"Pocillopora","Pocillopora verrucosa",2017,"ahb","Lizard Head",3,6,"Pocilloporidae","Pocillopora","BranchingClosed",2827.43338823081,"HardCoral",5,6,68,0.0113333333333333
"Pocillopora","Pocillopora verrucosa",2014,"TB","Trimodal",6,18,"Pocilloporidae","Pocillopora","BranchingClosed",25446.9004940773,"HardCoral",6,6,1932,0.322
"Pocillopora","Pocillopora verrucosa",2014,"TB","Trimodal",6,17,"Pocilloporidae","Pocillopora","BranchingClosed",22698.0069221863,"HardCoral",6,6,1932,0.322
"Pocillopora","Pocillopora verrucosa",2016,"md","Mermaid Cove",6,5,"Pocilloporidae","Pocillopora","BranchingClosed",1963.49540849362,"HardCoral",6,6,385,0.0641666666666667
"Pocillopora","Pocillopora verrucosa",2015,"TB","South Island",3,10,"Pocilloporidae","Pocillopora","BranchingClosed",7853.98163397448,"HardCoral",5,6,270,0.045
"Porites","Porites",1995,"AHB","North Reef",2,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",15,15,7493,0.499533333333333
"Porites","Porites",1995,"AHB","North Reef",3,7,NA,"Porites","Massive",3848.4510006475,"HardCoral",15,15,7493,0.499533333333333
"Porites","Porites",1995,"AHB","North Reef",10,23,NA,"Porites","Massive",41547.562843725,"HardCoral",15,15,7493,0.499533333333333
"Porites","Porites",1995,"AHB","North Reef",12,65,NA,"Porites","Massive",331830.724035422,"HardCoral",15,15,7493,0.499533333333333
"Porites","Porites",1995,"AHB","North Reef",13,35,NA,"Porites","Massive",96211.2750161874,"HardCoral",15,15,7493,0.499533333333333
"Porites","Porites",1995,"AHB","North Reef",14,20,NA,"Porites","Massive",31415.9265358979,"HardCoral",15,15,7493,0.499533333333333
"Porites","Porites",1995,"AHB","North Reef",15,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",15,15,7493,0.499533333333333
"Porites","Porites",1995,"AHB","South Island",2,4,NA,"Porites","Massive",1256.63706143592,"HardCoral",15,15,4706,0.313733333333333
"Porites","Porites",1995,"AHB","South Island",4,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",15,15,4706,0.313733333333333
"Porites","Porites",1995,"AHB","South Island",5,12,NA,"Porites","Massive",11309.7335529233,"HardCoral",15,15,4706,0.313733333333333
"Porites","Porites",1995,"AHB","South Island",6,5,NA,"Porites","Massive",1963.49540849362,"HardCoral",15,15,4706,0.313733333333333
"Porites","Porites",1995,"AHB","South Island",7,15,NA,"Porites","Massive",17671.4586764426,"HardCoral",15,15,4706,0.313733333333333
"Porites","Porites",1995,"AHB","South Island",10,15,NA,"Porites","Massive",17671.4586764426,"HardCoral",15,15,4706,0.313733333333333
"Porites","Porites",1996,"AHB","Lizard Head",3,4,NA,"Porites","Massive",1256.63706143592,"HardCoral",10,10,2402,0.2402
"Porites","Porites",1996,"AHB","Lizard Head",4,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",10,10,2402,0.2402
"Porites","Porites",1996,"AHB","Lizard Head",7,10,NA,"Porites","Massive",7853.98163397448,"HardCoral",10,10,2402,0.2402
"Porites","Porites",1996,"AHB","North Reef",5,30,NA,"Porites","Massive",70685.8347057704,"HardCoral",10,10,2291,0.2291
"Porites","Porites",1996,"AHB","North Reef",7,20,NA,"Porites","Massive",31415.9265358979,"HardCoral",10,10,2291,0.2291
"Porites","Porites",1996,"AHB","North Reef",8,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",10,10,2291,0.2291
"Porites","Porites",1996,"AHB","North Reef",9,16,NA,"Porites","Massive",20106.1929829747,"HardCoral",10,10,2291,0.2291
"Porites","Porites",1996,"AHB","North Reef",10,11,NA,"Porites","Massive",9503.31777710913,"HardCoral",10,10,2291,0.2291
"Porites","Porites",1996,"AHB","South Island",2,7,NA,"Porites","Massive",3848.4510006475,"HardCoral",10,10,1417,0.1417
"Porites","Porites",1996,"AHB","South Island",3,13,NA,"Porites","Massive",13273.2289614169,"HardCoral",10,10,1417,0.1417
"Porites","Porites",1996,"AHB","South Island",4,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",10,10,1417,0.1417
"Porites","Porites",1996,"AHB","Washing Machine",1,11,NA,"Porites","Massive",9503.31777710913,"HardCoral",10,10,2600,0.26
"Porites","Porites",1996,"AHB","Washing Machine",2,21,NA,"Porites","Massive",34636.0590058275,"HardCoral",10,10,2600,0.26
"Porites","Porites",1996,"AHB","Washing Machine",3,10,NA,"Porites","Massive",7853.98163397448,"HardCoral",10,10,2600,0.26
"Porites","Porites",1996,"AHB","Washing Machine",5,13,NA,"Porites","Massive",13273.2289614169,"HardCoral",10,10,2600,0.26
"Porites","Porites",1996,"AHB","Washing Machine",6,27,NA,"Porites","Massive",57255.526111674,"HardCoral",10,10,2600,0.26
"Porites","Porites",1996,"AHB","Washing Machine",8,3,NA,"Porites","Massive",706.858347057703,"HardCoral",10,10,2600,0.26
"Porites","Porites",1996,"AHB","Washing Machine",9,24,NA,"Porites","Massive",45238.934211693,"HardCoral",10,10,2600,0.26
"Porites","Porites",1996,"AHB","Washing Machine",10,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",10,10,2600,0.26
"Porites","Porites",1997,"AHB","Lizard Head",2,9,NA,"Porites","Massive",6361.72512351933,"HardCoral",10,10,3259,0.3259
"Porites","Porites",1997,"AHB","Lizard Head",3,17,NA,"Porites","Massive",22698.0069221863,"HardCoral",10,10,3259,0.3259
"Porites","Porites",1997,"AHB","Lizard Head",6,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",10,10,3259,0.3259
"Porites","Porites",1997,"AHB","Lizard Head",7,9,NA,"Porites","Massive",6361.72512351933,"HardCoral",10,10,3259,0.3259
"Porites","Porites",1997,"AHB","North Reef",2,3,NA,"Porites","Massive",706.858347057703,"HardCoral",10,10,2970,0.297
"Porites","Porites",1997,"AHB","North Reef",3,49,NA,"Porites","Massive",188574.099031727,"HardCoral",10,10,2970,0.297
"Porites","Porites",1997,"AHB","North Reef",8,7,NA,"Porites","Massive",3848.4510006475,"HardCoral",10,10,2970,0.297
"Porites","Porites",1997,"AHB","North Reef",9,7,NA,"Porites","Massive",3848.4510006475,"HardCoral",10,10,2970,0.297
"Porites","Porites",1997,"AHB","North Reef",10,12,NA,"Porites","Massive",11309.7335529233,"HardCoral",10,10,2970,0.297
"Porites","Porites",1997,"AHB","South Island",9,16,NA,"Porites","Massive",20106.1929829747,"HardCoral",10,10,3304,0.3304
"Porites","Porites",1997,"AHB","Washing Machine",1,5,NA,"Porites","Massive",1963.49540849362,"HardCoral",7,7,2450,0.35
"Porites","Porites",1997,"AHB","Washing Machine",3,16,NA,"Porites","Massive",20106.1929829747,"HardCoral",7,7,2450,0.35
"Porites","Porites",1997,"AHB","Washing Machine",4,11,NA,"Porites","Massive",9503.31777710913,"HardCoral",7,7,2450,0.35
"Porites","Porites",1997,"AHB","Washing Machine",7,6,NA,"Porites","Massive",2827.43338823081,"HardCoral",7,7,2450,0.35
"Porites","Porites annae",2014,"TB","Lagoon 1",4,7,"Poritidae","Porites","Digitate",3848.4510006475,"HardCoral",6,6,1432,0.238666666666667
"Porites","Porites annae",2014,"TB","Lagoon 1",1,7,"Poritidae","Porites","Digitate",3848.4510006475,"HardCoral",6,6,1432,0.238666666666667
"Porites","Porites annae",2014,"TB","Lagoon 1",4,11,"Poritidae","Porites","Digitate",9503.31777710913,"HardCoral",6,6,1432,0.238666666666667
"Porites","Porites annae",2011,"ahb","Lagoon 1",2,13,"Poritidae","Porites","Digitate",13273.2289614169,"HardCoral",6,6,1099,0.183166666666667
"Porites","Porites annae",2014,"TB","Lagoon 1",1,5,"Poritidae","Porites","Digitate",1963.49540849362,"HardCoral",6,6,1432,0.238666666666667
"Porites","Porites annae",2014,"TB","Lagoon 1",4,7,"Poritidae","Porites","Digitate",3848.4510006475,"HardCoral",6,6,1432,0.238666666666667
"Porites","Porites annae",2011,"ahb","Lagoon 1",5,7,"Poritidae","Porites","Digitate",3848.4510006475,"HardCoral",6,6,1099,0.183166666666667
