"","campaign","observer","site","transect","species","intercept_cm","GrowthForm","ln_area_cm2","ColonySA","ColonySAlwr","ColonySAupr","ColonyVol","ColonyVollwr","ColonyVolupr","Convexity","Convexitylwr","Convexityupr","ConvexSA","ConvexSAlwr","ConvexSAupr","ConvexVol","ConvexVollwr","ConvexVolupr","FracDim","FracDimlwr","FracDimupr","Packing","Packinglwr","Packingupr","Sphericity","Sphericitylwr","Sphericityupr","Vsa","Vsalwr","Vsaupr"
"3626",2016,"jsm","Washing Machine",2,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3627",2016,"jsm","Washing Machine",2,"Porites massive",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3628",2016,"jsm","Washing Machine",2,"Porites massive",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3629",2016,"jsm","Washing Machine",2,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3630",2016,"jsm","Washing Machine",2,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3631",2016,"jsm","Washing Machine",3,"Pocillopora damicornis",15,NA,5.17453826536619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3632",2016,"jsm","Washing Machine",3,"Lobophyllia recta",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3633",2016,"jsm","Washing Machine",3,"Goniastrea retiformis",15,"Massive",5.17453826536619,8.61126977302458,8.11801883357448,9.10452071247469,11.2686258559051,10.7666438682141,11.7706078435962,1.1461363967109,-0.146865439762351,2.43913823318416,8.6321886321301,8.27622340584982,8.98815385841039,11.877018253969,11.1982278065012,12.5558087014368,1.81475412257407,1.5627624842575,2.06674576089064,-0.0209188591456169,-0.337962215789332,0.296124497498098,2.24087027834804,0.755255770814717,3.72648478588136,0.000303376903613151,-0.758766514226698,0.759373268033924
"3634",2016,"jsm","Washing Machine",3,"Platygyra lamellina",25,"Massive",6.19618747571759,9.02978788934117,8.49401988530505,9.56555589337729,11.8509897503107,11.3261318490898,12.3758476515316,1.01812033404488,-0.333805127041209,2.37004579513096,9.05776902401818,8.67112043698645,9.4444176110499,12.517171796381,11.7798712174828,13.2544723752791,1.78295252822471,1.50923980657196,2.05666524987745,-0.0279811347240999,-0.372352878995452,0.316390609547252,2.34421410254772,0.730543137509958,3.95788506758549,-0.0501426738972161,-0.874642594664101,0.774357246869669
"3635",2016,"jsm","Washing Machine",3,"Goniastrea retiformis",15,"Massive",5.17453826536619,8.61126977302458,8.11801883357448,9.10452071247469,11.2686258559051,10.7666438682141,11.7706078435962,1.1461363967109,-0.146865439762351,2.43913823318416,8.6321886321301,8.27622340584982,8.98815385841039,11.877018253969,11.1982278065012,12.5558087014368,1.81475412257407,1.5627624842575,2.06674576089064,-0.0209188591456169,-0.337962215789332,0.296124497498098,2.24087027834804,0.755255770814717,3.72648478588136,0.000303376903613151,-0.758766514226698,0.759373268033924
"3636",2016,"jsm","Washing Machine",3,"Goniastrea retiformis",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3637",2016,"jsm","Washing Machine",3,"Goniastrea retiformis",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3638",2016,"jsm","Washing Machine",3,"Porites massive",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3639",2016,"jsm","Washing Machine",3,"Porites massive",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3640",2016,"jsm","Washing Machine",3,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3643",2016,"md","Washing Machine",4,"Platygyra daedalea",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3644",2016,"md","Washing Machine",4,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3645",2016,"md","Washing Machine",5,"Pocillopora verrucosa",25,NA,6.19618747571759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3646",2016,"md","Washing Machine",5,"Goniastrea edwardsi",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3647",2016,"md","Washing Machine",5,"Goniastrea retiformis",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3648",2016,"md","Washing Machine",5,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3649",2016,"md","Washing Machine",5,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3650",2016,"md","Washing Machine",6,"Goniastrea retiformis",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3651",2016,"md","Washing Machine",6,"Goniastrea retiformis",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3652",2016,"md","Washing Machine",6,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3653",2016,"md","Washing Machine",6,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3654",2017,"md","Cooks Path",1,"Goniastrea retiformis",30,"Massive",6.56082979706749,9.17916344399772,8.62808138023918,9.73024550775626,12.0588443839509,11.5255414213049,12.5921473465969,0.972429431739418,-0.401248761913775,2.34610762539261,9.20966521348,8.81196490348463,9.60736552347537,12.7456524444942,11.9872773239781,13.5040275650103,1.77160204993071,1.49006569391645,2.05313840594496,-0.0305017695318779,-0.384716821762562,0.323713282698806,2.38109910335968,0.721303970128305,4.04089423659106,-0.0681476455455787,-0.91621455973617,0.779919268645013
"3655",2017,"md","Cooks Path",1,"Goniastrea retiformis",25,"Massive",6.19618747571759,9.02978788934117,8.49401988530505,9.56555589337729,11.8509897503107,11.3261318490898,12.3758476515316,1.01812033404488,-0.333805127041209,2.37004579513096,9.05776902401818,8.67112043698645,9.4444176110499,12.517171796381,11.7798712174828,13.2544723752791,1.78295252822471,1.50923980657196,2.05666524987745,-0.0279811347240999,-0.372352878995452,0.316390609547252,2.34421410254772,0.730543137509958,3.95788506758549,-0.0501426738972161,-0.874642594664101,0.774357246869669
"3656",2017,"md","Cooks Path",1,"Pavona venosa",30,NA,6.56082979706749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3657",2017,"md","Cooks Path",1,"Porites massive",15,"Massive",5.17453826536619,8.61126977302458,8.11801883357448,9.10452071247469,11.2686258559051,10.7666438682141,11.7706078435962,1.1461363967109,-0.146865439762351,2.43913823318416,8.6321886321301,8.27622340584982,8.98815385841039,11.877018253969,11.1982278065012,12.5558087014368,1.81475412257407,1.5627624842575,2.06674576089064,-0.0209188591456169,-0.337962215789332,0.296124497498098,2.24087027834804,0.755255770814717,3.72648478588136,0.000303376903613151,-0.758766514226698,0.759373268033924
"3659",2017,"md","Cooks Path",2,"Goniastrea retiformis",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3660",2017,"md","Cooks Path",2,"Platygyra pini",15,"Massive",5.17453826536619,8.61126977302458,8.11801883357448,9.10452071247469,11.2686258559051,10.7666438682141,11.7706078435962,1.1461363967109,-0.146865439762351,2.43913823318416,8.6321886321301,8.27622340584982,8.98815385841039,11.877018253969,11.1982278065012,12.5558087014368,1.81475412257407,1.5627624842575,2.06674576089064,-0.0209188591456169,-0.337962215789332,0.296124497498098,2.24087027834804,0.755255770814717,3.72648478588136,0.000303376903613151,-0.758766514226698,0.759373268033924
"3661",2017,"md","Cooks Path",2,"Porites massive",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3662",2017,"md","Cooks Path",2,"Porites massive",35,"Massive",6.86913190738486,9.30545925782414,8.7413793897814,9.86953912586689,12.2345837823655,11.6940338297056,12.7751337350253,0.933798146289804,-0.458546795626608,2.32614308820622,9.33809220348733,8.93101174644483,9.74517266052982,12.9388309700126,12.1625688376725,13.7150931023528,1.76200531305662,1.47382864937311,2.05018197674012,-0.0326329457148852,-0.395202503065937,0.329936611636167,2.4122850708779,0.713342061654189,4.11122808010161,-0.0833707023066402,-0.951440096155849,0.784698691542569
"3663",2017,"md","Cooks Path",2,"Porites massive",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3673",2017,"md","Cooks Path",2,"Lobophyllia recta",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3674",2017,"md","Cooks Path",3,"Pavona varians",10,NA,4.36360804914986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3675",2017,"md","Cooks Path",3,"Porites massive",35,"Massive",6.86913190738486,9.30545925782414,8.7413793897814,9.86953912586689,12.2345837823655,11.6940338297056,12.7751337350253,0.933798146289804,-0.458546795626608,2.32614308820622,9.33809220348733,8.93101174644483,9.74517266052982,12.9388309700126,12.1625688376725,13.7150931023528,1.76200531305662,1.47382864937311,2.05018197674012,-0.0326329457148852,-0.395202503065937,0.329936611636167,2.4122850708779,0.713342061654189,4.11122808010161,-0.0833707023066402,-0.951440096155849,0.784698691542569
"3676",2017,"md","Cooks Path",3,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3677",2017,"md","Cooks Path",3,"Porites massive",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3678",2017,"md","Cooks Path",3,"Porites massive",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3679",2017,"ahb","Corner Beach",1,"Diploastrea heliopora",65,"Massive",8.107209992088,9.81263736026165,9.19596087053718,10.4293138499861,12.9403171864346,12.3697579292991,13.5108764435702,0.778662821884005,-0.690979885190842,2.24830552895885,9.85382867265639,9.40879072412004,10.2988666211927,13.7145963341661,12.865953023178,14.5632396451542,1.72346678474021,1.40841960179876,2.03851396768166,-0.0411913124549197,-0.437568021809949,0.35518539690011,2.53752152448122,0.680163603154704,4.39487944580773,-0.14450337810526,-1.0935143550324,0.804507598821884
"3686",2017,"ahb","Corner Beach",3,"Lobophyllia hemprichii",78,"Massive",8.47185308893377,9.96201323259972,9.3297393522631,10.5942871129363,13.1481722621256,12.5685198645159,13.7278246597353,0.732971822406321,-0.760092934902699,2.22603657971534,10.0057251851605,9.54943104178578,10.4620193285351,13.943077468196,13.0729697079668,14.8131852284253,1.7121162823068,1.38910071714959,2.03513184746401,-0.0437119526234083,-0.450114084494756,0.362690179247939,2.57440660373762,0.670071154504318,4.47874205297093,-0.162508388045341,-1.13552237976061,0.810505603669931
"3687",2017,"ahb","Corner Beach",3,"Porites lutea",10,"Massive",4.36360804914986,8.27907259309594,7.81907942649901,8.73906575969288,10.8063767061755,10.3216451812627,11.2911082310883,1.24774866472334,-0.000819545446145042,2.49631687489283,8.29438579754217,7.96242176354032,8.62634983154403,11.3688987885986,10.7358762387895,12.0019213384078,1.83999651841841,1.60499558401692,2.0749974528199,-0.0153132044807748,-0.310979701808989,0.280353292847439,2.1588415067758,0.773395546096139,3.54428746745547,0.0403447398965975,-0.66754435865978,0.748233838452975
"3698",2017,"ahb","Corner Beach",5,"Porites lutea",11,"Massive",4.55422419970315,8.3571584091087,7.88939234166941,8.824924476548,10.9150323608249,10.4263233967864,11.4037413248634,1.22386382359868,-0.0349494475891774,2.48267709478653,8.3737892710933,8.03621575480584,8.71136278738076,11.4883366570776,10.8446173798648,12.1320559342905,1.83406307528067,1.59509112762592,2.07303502293542,-0.0166308620204443,-0.317293490885006,0.284031766844117,2.1781230779382,0.769266043232206,3.5869801126442,0.0309326717259949,-0.688918238809399,0.750783582261388
"3699",2017,"ahb","Corner Beach",5,"Goniastrea favulus",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"3700",2017,"ahb","Corner Beach",5,"Dipsastraea pallida",3,"Massive",1.95571902718882,7.29268199291733,6.92767261647316,7.65769136936151,9.43382376538353,8.9946289856376,9.87301854512946,1.54946521166041,0.418190244219801,2.68074017910102,7.29135036893679,7.02793344483478,7.55476729303881,9.86014346287084,9.35783346576734,10.3624534599743,1.91494857548342,1.72847288245459,2.10142426851224,0.00133162396248682,-0.233282826125137,0.235946074050111,1.91527408925458,0.815908266179424,3.01463991232973,0.159239259359718,-0.402478125198957,0.720956643918392
"3707",2017,"ahb","Corner Beach",6,"Porites lutea",12,"Massive",4.72824585757134,8.42844629903349,7.9535591465243,8.90333345154269,11.0142287673412,10.5218462768545,11.5066112578279,1.20205832790291,-0.0662171880672042,2.47033384387302,8.44628010708884,8.10356750548895,8.78899270868872,11.5973766089633,10.9438576048073,12.2508956131192,1.82864618060151,1.58603621880459,2.07125614239842,-0.0178338080923812,-0.323073605560057,0.287405989375294,2.19572605108735,0.765421135712298,3.62603096646241,0.0223399910834449,-0.708469644182949,0.753149626349839
"3708",2017,"ahb","Corner Beach",6,"Porites lutea",14,"Massive",5.03654992394694,8.55474291415825,8.06718475957406,9.04230106874244,11.1899692807546,10.6909821986265,11.6889563628827,1.16342679735266,-0.121860781462068,2.44871437616739,8.57470791191598,8.22285100716311,8.92656481666885,11.7905563601251,11.1196000751037,12.4615126451465,1.81904938283981,1.56996606982019,2.06813269585944,-0.0199649977968811,-0.333349244080761,0.293419248486999,2.22691221646853,0.75844371537667,3.69538071756039,0.00711683773794736,-0.743192357278503,0.757426032754398
"3709",2017,"ahb","Corner Beach",6,"Coeloseris mayeri",12,"Massive",4.72824585757134,8.42844629903349,7.9535591465243,8.90333345154269,11.0142287673412,10.5218462768545,11.5066112578279,1.20205832790291,-0.0662171880672042,2.47033384387302,8.44628010708884,8.10356750548895,8.78899270868872,11.5973766089633,10.9438576048073,12.2508956131192,1.82864618060151,1.58603621880459,2.07125614239842,-0.0178338080923812,-0.323073605560057,0.287405989375294,2.19572605108735,0.765421135712298,3.62603096646241,0.0223399910834449,-0.708469644182949,0.753149626349839
"3712",2017,"ahb","Easter Point",3,"Hydnophora microconos",12,"Massive",4.72824585757134,8.42844629903349,7.9535591465243,8.90333345154269,11.0142287673412,10.5218462768545,11.5066112578279,1.20205832790291,-0.0662171880672042,2.47033384387302,8.44628010708884,8.10356750548895,8.78899270868872,11.5973766089633,10.9438576048073,12.2508956131192,1.82864618060151,1.58603621880459,2.07125614239842,-0.0178338080923812,-0.323073605560057,0.287405989375294,2.19572605108735,0.765421135712298,3.62603096646241,0.0223399910834449,-0.708469644182949,0.753149626349839
"3716",2017,"ahb","Easter Point",3,"Pocillopora meandrina",17,NA,5.42486190787299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717",2017,"ahb","Easter Point",4,"Pocillopora verrucosa",15,NA,5.17453826536619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718",2017,"ahb","Easter Point",4,"Pocillopora meandrina",17,NA,5.42486190787299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719",2017,"ahb","Easter Point",5,"Pocillopora eydouxi",8,"Arborescent",3.91730900985738,8.75692199721768,8.08359746409503,9.43024653034033,10.1209402523695,9.67198065969039,10.5698998450485,-2.54293224822339,-3.69935935531234,-1.38650514113444,8.23570464498434,7.74978540870214,8.72162388126653,11.2079145302338,10.2813146505886,12.1345144098791,2.31568215673892,1.97169466751189,2.65966964596596,0.521217351600073,0.0884293870606533,0.954005316139492,-3.94171361273005,-5.96968885754212,-1.91373836791798,2.09989396480977,1.06370662247532,3.13608130714423
